OP_NOMBRE,idBudget,maxBudget,typologyBudget,yearBudget,stateBudget,stateBudgetName
17014_CPGIPUZKOA46,17014,331238.96,FACHADA,2017,4,ENTREGADO - INACTIVO
17013_CPMANUELDIAZDEARCAYA5,17013,74544.32,FACHADA,2017,4,ENTREGADO - INACTIVO
17011_CPARABETA14-16,17011,316685.50,ENVOLVENTE,2017,11,NO ADJUDICADO
17010_CPURIBARRI17BIS,17010,299520.90,REHABILITACION,2017,11,NO ADJUDICADO
17009_CPAUTONOMIA22,17009,83693.98,REHABILITACION,2017,11,NO ADJUDICADO
17008_CPSEPULVEDA81,17008,77560.37,FACHADA,2017,11,NO ADJUDICADO
17007_HIGHTECHHOTELES,17007,154745.58,FACHADA,2017,11,NO ADJUDICADO
17005_PROPIEDAD,17005,241263.12,FACHADA,2017,11,NO ADJUDICADO
17004_CPXAHO2,17004,86204.90,FACHADA,2017,4,ENTREGADO - INACTIVO
17003_CATEDRALDESEVILLA,17003,280304.26,PATRIMONIO,2017,8,CONTRATADO
17002_CPEULOGIOSERDÁN6,17002,86196.73,FACHADA,2017,4,ENTREGADO - INACTIVO
17001_GENERALI,17001,192301.50,FACHADA,2017,11,NO ADJUDICADO
16411_MINISTERIODEFOMENTO,16411,831048.36,PATRIMONIO,2016,4,ENTREGADO - INACTIVO
16410_AYUNTAMIENTODEALCALÁ,16410,15712.00,PATRIMONIO,2016,4,ENTREGADO - INACTIVO
16408_CPBASAURIKAREAGAGOIKOA119BASAURI,16408,110798.01,FACHADA,2016,11,NO ADJUDICADO
16407_AGUIRRENEWMAN,16407,1091181.93,REHABILITACION,2016,11,NO ADJUDICADO
16406_SANDOSA,16406,12060.00,FACHADA,2016,11,NO ADJUDICADO
16404_AGUIRRENEWMAN,16404,156699.13,FACHADA,2016,11,NO ADJUDICADO
16403_CPMONTEALDAMIZ7,16403,129724.41,FACHADA,2016,11,NO ADJUDICADO
16402_CPALENZA9,16402,62140.80,FACHADA,2016,11,NO ADJUDICADO
16401_AYUNTAMIENTODEARROYOMOLINOS,16401,203839.58,PATRIMONIO,2016,4,ENTREGADO - INACTIVO
16400_CPSANTUTXU6,16400,255987.39,FACHADA,2016,11,NO ADJUDICADO
16399_CPGERNIKA3456OROZKO,16399,87339.37,REHABILITACION,2016,11,NO ADJUDICADO
16398_CABILDODELACATEDRAL,16398,58614.06,PATRIMONIO,2016,11,NO ADJUDICADO
16397_CPIPARRAGUIRRE61AY61B,16397,28291.81,REHABILITACION,2016,11,NO ADJUDICADO
16396_CPZORROZAUREKASTRETXANA1-ZORROZA,16396,199985.87,REHABILITACION,2016,11,NO ADJUDICADO
16395_CPPALMA6,16395,30808.73,REHABILITACION,2016,11,NO ADJUDICADO
16394_CPRAVE1BARAKALDO,16394,169915.35,FACHADA,2016,11,NO ADJUDICADO
16393_ROSACREMASL,16393,27696.44,FACHADA,2016,8,CONTRATADO
16392_CPSANTAENGRACIA21,16392,58104.06,FACHADA,2016,11,NO ADJUDICADO
16391_CPGARCÍADEPAREDES63,16391,87313.17,FACHADA,2016,11,NO ADJUDICADO
16389_GLEEDS,16389,314610.48,FACHADA,2016,11,NO ADJUDICADO
16388_CPALAVA1-LLODIO,16388,92631.17,FACHADA,2016,11,NO ADJUDICADO
16387_MANOTERASCP,16387,68910.58,ENVOLVENTE,2016,4,ENTREGADO - INACTIVO
16386_CPDIEGODELEÓN58,16386,75287.05,FACHADA,2016,11,NO ADJUDICADO
16385_CPESCOSURA9,16385,20992.00,FACHADA,2016,11,NO ADJUDICADO
16384_CPMUNGIAAITAZAMEZA1-MUNGIA,16384,159620.01,REHABILITACION,2016,11,NO ADJUDICADO
16382_CPCASTELLANA125,16382,149684.22,REHABILITACION,2016,8,CONTRATADO
16381_CPJORGEJUAN22,16381,36620.52,FACHADA,2016,8,CONTRATADO
16380_MINISTERIODEHACIENDA,16380,304712.15,PATRIMONIO,2016,4,ENTREGADO - INACTIVO
16379_PALACIODELAPRENSA,16379,43414.60,FACHADA,2016,8,CONTRATADO
16378_AGUIRRENEWMAN,16378,88743.15,FACHADA,2016,11,NO ADJUDICADO
16377_CPVITORIA48-54,16377,1049469.76,REHABILITACION,2016,11,NO ADJUDICADO
16376_CPVITORIA48-54,16376,75960.00,REHABILITACION,2016,11,NO ADJUDICADO
16375_CPIMPERIAL50,16375,49438.08,FACHADA,2016,11,NO ADJUDICADO
16374_CPGRANVÍA55,16374,76295.58,FACHADA,2016,11,NO ADJUDICADO
16373_CPRODRIGUEZARIAS49,16373,57240.89,FACHADA,2016,4,ENTREGADO - INACTIVO
16370_CPCUESTADELASDESCARGAS6,16370,156984.28,ENVOLVENTE,2016,4,ENTREGADO - INACTIVO
16369_CPPASAJEDECHILE1,16369,54779.94,FACHADA,2016,11,NO ADJUDICADO
16368_CPVIRGENDELSAGRARIO17,16368,145418.47,ENVOLVENTE,2016,11,NO ADJUDICADO
16367_CPJUANBRAVO3,16367,138584.26,FACHADA,2016,11,NO ADJUDICADO
16366_EUROSIC,16366,1975133.67,REHABILITACION,2016,8,CONTRATADO
16363_PROPIEDAD,16363,1031250.00,ENVOLVENTE,2016,11,NO ADJUDICADO
16362_CPGABRIELARESTI36,16362,1079365.12,FACHADA,2016,11,NO ADJUDICADO
16360_CPAUSIASMARCH136,16360,102039.37,FACHADA,2016,11,NO ADJUDICADO
16359_CPLEHENDAKARIAGUIRRE160-SANIGNACIO,16359,78579.32,FACHADA,2016,4,ENTREGADO - INACTIVO
16357_CPLOZOÑO13-15-17,16357,179670.21,FACHADA,2016,8,CONTRATADO
16356_CPSANTATERESA5BARAKALDO,16356,222395.13,FACHADA,2016,11,NO ADJUDICADO
16355_CPGERNIKAKOARBOLA26BARAKALDO,16355,49978.26,FACHADA,2016,11,NO ADJUDICADO
16353_MANOTERASCP,16353,117698.75,REHABILITACION,2016,8,CONTRATADO
16352_CPARENEAZPI67-69-71,16352,519701.37,REHABILITACION,2016,11,NO ADJUDICADO
16351_CPJUANBRAVO14,16351,187810.07,REHABILITACION,2016,11,NO ADJUDICADO
16350_CPPRIM45,16350,3510.00,FACHADA,2016,11,NO ADJUDICADO
16349_CPUDALETXEKO2BARRIKA,16349,105605.71,REHABILITACION,2016,11,NO ADJUDICADO
16348_CONSTRUCIA,16348,55473.30,FACHADA,2016,11,NO ADJUDICADO
16347_SANMARTÍN,16347,156682.60,FACHADA,2016,11,NO ADJUDICADO
16346_COSMOSSERVICIOSINMOBILIARIOS,16346,166268.75,REHABILITACION,2016,11,NO ADJUDICADO
16345_CPZUMALAKARREGUI115,16345,581382.07,ENVOLVENTE,2016,11,NO ADJUDICADO
16344_MANOTERASCP,16344,122877.41,REHABILITACION,2016,10,NO HACEN OBRA
16343_MANOTERASCP,16343,124130.41,REHABILITACION,2016,10,NO HACEN OBRA
16342_CPMONTE28AYB,16342,899681.72,ENVOLVENTE,2016,11,NO ADJUDICADO
16341_CPMONTERREY12,16341,184805.42,ENVOLVENTE,2016,11,NO ADJUDICADO
16340_PROPIEDAD,16340,46113.50,REHABILITACION,2016,4,ENTREGADO - INACTIVO
16338_CPLABAIRU29,16338,52452.17,ENVOLVENTE,2016,11,NO ADJUDICADO
16337_ACSASORIGUE,16337,78681.12,FACHADA,2016,11,NO ADJUDICADO
16336_MANOTERASCP,16336,59991.71,FACHADA,2016,4,ENTREGADO - INACTIVO
16335_MANOTERASCP,16335,75540.69,REHABILITACION,2016,11,NO ADJUDICADO
16334_MANOTERASCP,16334,188669.76,REHABILITACION,2016,4,ENTREGADO - INACTIVO
16333_CPDONOSOCORTES8,16333,54928.89,REHABILITACION,2016,4,ENTREGADO - INACTIVO
16332_PROPIEDAD,16332,74943.96,FACHADA,2016,11,NO ADJUDICADO
16331_IBERDROLA,16331,80764.68,PATRIMONIO,2016,8,CONTRATADO
16330_MANOTERASCP,16330,179947.39,REHABILITACION,2016,10,NO HACEN OBRA
16329_MANOTERASCP,16329,180501.86,REHABILITACION,2016,10,NO HACEN OBRA
16328_MANOTERASCP,16328,188387.51,REHABILITACION,2016,11,NO ADJUDICADO
16327_PLUSUSTRASEGUROS,16327,115920.51,FACHADA,2016,10,NO HACEN OBRA
16326_VÍAS,16326,295323.01,FACHADA,2016,11,NO ADJUDICADO
16325_CPLIBERTAD9,16325,299564.88,REHABILITACION,2016,11,NO ADJUDICADO
16324_MANOTERASCP,16324,177706.19,REHABILITACION,2016,10,NO HACEN OBRA
16323_MANOTERASCP,16323,119463.65,REHABILITACION,2016,10,NO HACEN OBRA
16322_MANOTERASCP,16322,210349.42,ENVOLVENTE,2016,4,ENTREGADO - INACTIVO
16321_CPBIDEBARRIETA1-LLODIO,16321,171236.01,REHABILITACION,2016,4,ENTREGADO - INACTIVO
16320_MANOTERASCP,16320,286379.69,REHABILITACION,2016,11,NO ADJUDICADO
16319_CPALCAMO1,16319,159240.83,REHABILITACION,2016,4,ENTREGADO - INACTIVO
16318_UTEEXTRACO-MISTURAS,16318,215890.11,FACHADA,2016,11,NO ADJUDICADO
16317_CPJESÚS12,16317,64454.22,REHABILITACION,2016,11,NO ADJUDICADO
16316_CONSTRUCTORASANMARTÍN,16316,61810.75,FACHADA,2016,11,NO ADJUDICADO
16315_CPJUNTASGENERALES46BARAKALDO,16315,131165.85,ENVOLVENTE,2016,8,CONTRATADO
16314_CPNERVIÓN28-30,16314,233866.90,FACHADA,2016,11,NO ADJUDICADO
16313_GRUPOGARGALLO,16313,164938.39,FACHADA,2016,8,CONTRATADO
16312_CPERREKALDE-LARRASKITU6,16312,165046.30,FACHADA,2016,8,CONTRATADO
16310_FCCSERVICIOSCIUDADANOS,16310,285845.23,FACHADA,2016,11,NO ADJUDICADO
16309_CPARAGÓN12,16309,65796.75,REHABILITACION,2016,11,NO ADJUDICADO
16308_PROPIEDAD,16308,147598.97,FACHADA,2016,11,NO ADJUDICADO
16307_CPCOLOREROS3,16307,15360.89,REHABILITACION,2016,11,NO ADJUDICADO
16306_CPBILBAOLAVIEJA25,16306,137908.76,REHABILITACION,2016,11,NO ADJUDICADO
16305_CPDUQUEDESEVILLA810,16305,14215.49,REHABILITACION,2016,11,NO ADJUDICADO
16304_CPPRIM22,16304,45374.94,FACHADA,2016,11,NO ADJUDICADO
16303_CPSAMANIEGO29,16303,59768.64,REHABILITACION,2016,8,CONTRATADO
16302_CPPRIMERODEMAYO24BARAKALDO,16302,121624.22,REHABILITACION,2016,11,NO ADJUDICADO
16301_CPCAMPOFLORIDO2,16301,46239.64,FACHADA,2016,11,NO ADJUDICADO
16300_CPPRIM31,16300,278475.57,REHABILITACION,2016,8,CONTRATADO
16298_CPITURRIBIDE94,16298,58194.75,REHABILITACION,2016,11,NO ADJUDICADO
16297_CPSERRANO27,16297,70768.90,FACHADA,2016,11,NO ADJUDICADO
16296_CPSANTAMARÍA7,16296,44589.11,FACHADA,2016,11,NO ADJUDICADO
16295_CPRIPA7,16295,156117.56,ENVOLVENTE,2016,11,NO ADJUDICADO
16294_CPSEBERALTUBE2,16294,64860.52,ENVOLVENTE,2016,11,NO ADJUDICADO
16293_CPIPARRAGUIRRE11,16293,113761.31,FACHADA,2016,11,NO ADJUDICADO
16292_CPLUISPOWER3,16292,2626573.65,FACHADA,2016,11,NO ADJUDICADO
16291_CPDOMINGOAGUIRRE56-60/JARDINEROBOUTELOU55-61,16291,111148.23,REHABILITACION,2016,11,NO ADJUDICADO
16290_BANCODEESPAÑA,16290,2528721.12,PATRIMONIO,2016,8,CONTRATADO
16288_MANOTERASCP,16288,191164.42,REHABILITACION,2016,11,NO ADJUDICADO
16287_CPARANEKO8,16287,46711.19,FACHADA,2016,11,NO ADJUDICADO
16286_CPARROYOFRESNO26,16286,127255.31,REHABILITACION,2016,4,ENTREGADO - INACTIVO
16285_CPGRABADORESPINOSA11-13,16285,102060.84,REHABILITACION,2016,11,NO ADJUDICADO
16284_CPHENAO60,16284,68950.76,FACHADA,2016,11,NO ADJUDICADO
16283_HOTELINTERCONTINENTAL,16283,197739.84,FACHADA,2016,8,CONTRATADO
16282_CPGENERALCASTAÑOS4,16282,44485.15,ENVOLVENTE,2016,11,NO ADJUDICADO
16280_CPOLIVERA70,16280,45604.83,FACHADA,2016,11,NO ADJUDICADO
16279_INDITEX,16279,10510.00,FACHADA,2016,8,CONTRATADO
16278_ZURICHFINANCIALSERVICES,16278,84978.48,FACHADA,2016,8,CONTRATADO
16276_CPPRIM58,16276,364730.97,FACHADA,2016,8,CONTRATADO
16275_GUILLERMOPERINAT,16275,13896.18,FACHADA,2016,8,CONTRATADO
16274_CPCEABERMUDEZ3,16274,102185.42,FACHADA,2016,11,NO ADJUDICADO
16273_CPDERECHOSHUMANOS6Y8,16273,509835.38,REHABILITACION,2016,4,ENTREGADO - INACTIVO
16272_MINISTERIODEFOMENTO,16272,733785.12,PATRIMONIO,2016,8,CONTRATADO
16271_PROPIEDAD,16271,35842.33,FACHADA,2016,11,NO ADJUDICADO
16270_CPENRICGRANADOS8,16270,39898.89,REHABILITACION,2016,11,NO ADJUDICADO
16269_CPROCAFORT90-92,16269,154713.52,FACHADA,2016,11,NO ADJUDICADO
16268_CPLLUNA23,16268,43417.67,FACHADA,2016,11,NO ADJUDICADO
16267_CPMALLORCA295,16267,38782.19,REHABILITACION,2016,11,NO ADJUDICADO
16265_CPNUESTRASEÑORADELAMACARENA4,16265,199769.00,FACHADA,2016,11,NO ADJUDICADO
16264_CPHUESCA11,16264,110823.93,ENVOLVENTE,2016,11,NO ADJUDICADO
16263_CONSEJERÍADEEDUCACIÓNDEMADRID,16263,39706.58,FACHADA,2016,11,NO ADJUDICADO
16262_CPBUSTINGORRI3,16262,109983.67,REHABILITACION,2016,11,NO ADJUDICADO
16261_MONSIEURETMADAMEPIERREGEERTS,16261,325709.21,PATRIMONIO,2016,4,ENTREGADO - INACTIVO
16260_IDEUS,16260,69835.75,FACHADA,2016,11,NO ADJUDICADO
16257_CPINFANTAS26,16257,44852.60,FACHADA,2016,8,CONTRATADO
16255_CPJOSÉDELHIERRO1A7,16255,810788.29,REHABILITACION,2016,11,NO ADJUDICADO
16254_CENTREDESMONUMENTSNATIONAUX(CMN),16254,452560.00,PATRIMONIO,2016,4,ENTREGADO - INACTIVO
16250_CPCALABRIA88,16250,51335.14,FACHADA,2016,10,NO HACEN OBRA
16249_ARZOBISPADODEMADRID,16249,498861.85,PATRIMONIO,2016,11,NO ADJUDICADO
16247_CPNAFARROA20,16247,105970.76,REHABILITACION,2016,11,NO ADJUDICADO
16245_CPARTISTAS3,16245,41364.99,ENVOLVENTE,2016,11,NO ADJUDICADO
16244_CPLAVAPIES4,16244,394844.95,REHABILITACION,2016,11,NO ADJUDICADO
16243_CPALCALÁ81,16243,129713.04,FACHADA,2016,11,NO ADJUDICADO
16242_CRUZROJA,16242,329640.19,FACHADA,2016,11,NO ADJUDICADO
16241_COLEGIOCALASANZ,16241,415843.72,REHABILITACION,2016,11,NO ADJUDICADO
16239_CPRIBERADELMANZANARES77,16239,198858.94,FACHADA,2016,8,CONTRATADO
16238_CPARQUÍMEDES357,16238,497251.71,REHABILITACION,2016,11,NO ADJUDICADO
16237_ARCHIDIÓCESISDESEVILLA,16237,1477669.74,PATRIMONIO,2016,3,ENTREGADO - ACTIVO
16236_CPSANFRANCISCODESALES35,16236,219870.30,FACHADA,2016,8,CONTRATADO
16235_SALESIANOSDEALCALÁ,16235,1797316.37,REHABILITACION,2016,11,NO ADJUDICADO
16234_FERROVIAL,16234,127905.31,FACHADA,2016,11,NO ADJUDICADO
16232_CPESTRELLAVEGA7RESIDENCIALMENORCA,16232,1231757.09,FACHADA,2016,11,NO ADJUDICADO
16231_COMUNIDADDEMADRID,16231,319785.25,PATRIMONIO,2016,11,NO ADJUDICADO
16230_CPSANTURTZIANTONIOALZAGA80,16230,96605.59,FACHADA,2016,11,NO ADJUDICADO
16229_CPAMÉRICA12,16229,262967.63,FACHADA,2016,11,NO ADJUDICADO
16227_CPLIBERTAD26,16227,246546.29,FACHADA,2016,11,NO ADJUDICADO
16226_CPAFECTO5,16226,115542.68,REHABILITACION,2016,11,NO ADJUDICADO
16225_CPMURUGURZA7BARAKALDO,16225,105336.00,FACHADA,2016,4,ENTREGADO - INACTIVO
16224_CPANNAPIFERRER1-3,16224,79976.96,FACHADA,2016,11,NO ADJUDICADO
16222_CPPORTUGAL24,16222,241328.28,REHABILITACION,2016,4,ENTREGADO - INACTIVO
16221_CPCASTILLALANUEVA31,16221,152930.02,FACHADA,2016,11,NO ADJUDICADO
16220_CPRODAS7,16220,426590.84,REHABILITACION,2016,8,CONTRATADO
16219_MAPFRE,16219,212253.12,FACHADA,2016,11,NO ADJUDICADO
16218_CPALBERTOALCOCER7,16218,145926.02,REHABILITACION,2016,11,NO ADJUDICADO
16217_CPSANTAMARIADELACABEZA21,16217,185366.41,REHABILITACION,2016,8,CONTRATADO
16216_CPDOCTORVELASCO20-22,16216,194583.88,REHABILITACION,2016,10,NO HACEN OBRA
16215_CPSANTODOMINGODEGUZMAN1BARAKALDO,16215,217675.84,FACHADA,2016,11,NO ADJUDICADO
16214_CPALCALÁ194,16214,36473.90,FACHADA,2016,11,NO ADJUDICADO
16212_CPCAMINODELOSHOYOS20-22,16212,346717.38,ENVOLVENTE,2016,4,ENTREGADO - INACTIVO
16211_CPMURRIETA27BARAKALDO,16211,44637.65,REHABILITACION,2016,11,NO ADJUDICADO
16209_CPTREBALL198-204,16209,39670.50,FACHADA,2016,11,NO ADJUDICADO
16208_CPJUANDEGARAY19,16208,605844.88,FACHADA,2016,11,NO ADJUDICADO
16207_CPSOCUELLAMOS1113,16207,96447.29,FACHADA,2016,4,ENTREGADO - INACTIVO
16206_CPMÁXIMOAGUIRRE3-5-VENANCIOETXEBARRIA2-4,16206,168656.17,REHABILITACION,2016,11,NO ADJUDICADO
16204_CPMARQUESDEURQUIJO4,16204,43648.30,REHABILITACION,2016,11,NO ADJUDICADO
16202_UNIVERSIDADDEALCALÁ,16202,58702.60,FACHADA,2016,11,NO ADJUDICADO
16201_CPCASTELLANA4,16201,124545.63,ENVOLVENTE,2016,10,NO HACEN OBRA
16200_CPVALVERDE40,16200,41154.89,REHABILITACION,2016,11,NO ADJUDICADO
16199_CPVALLEDEBAZTAN6,16199,108902.29,REHABILITACION,2016,8,CONTRATADO
16198_CPGENERALROMEROBASART55,16198,145123.98,ENVOLVENTE,2016,11,NO ADJUDICADO
16197_CPLEDESMA2,16197,45853.10,FACHADA,2016,11,NO ADJUDICADO
16196_CPCANTARRANAS7,16196,174693.38,FACHADA,2016,11,NO ADJUDICADO
16195_CPSAMANIEGO6BARAKALDO,16195,316784.40,ENVOLVENTE,2016,11,NO ADJUDICADO
16193_CPUNANIMIDAD12,16193,101117.42,REHABILITACION,2016,11,NO ADJUDICADO
16192_PROPIEDAD,16192,11674.00,REHABILITACION,2016,11,NO ADJUDICADO
16191_CPLIBERTAD23,16191,199656.42,FACHADA,2016,4,ENTREGADO - INACTIVO
16190_RENTACORPORACIÓN,16190,339793.03,REHABILITACION,2016,11,NO ADJUDICADO
16188_PROPIEDAD,16188,139560.95,REHABILITACION,2016,11,NO ADJUDICADO
16187_GRUPOGARGALLO,16187,535551.99,FACHADA,2016,4,ENTREGADO - INACTIVO
16186_CPVALENCIA50-52EXAMPLE,16186,38846.82,FACHADA,2016,11,NO ADJUDICADO
16185_CPCARDENALHERRERAORIA60,16185,179978.87,FACHADA,2016,4,ENTREGADO - INACTIVO
16184_CPPARALLEL188-190,16184,271758.54,FACHADA,2016,11,NO ADJUDICADO
16183_CPBASAURIJUANXXIII12BASAURI,16183,183162.29,ENVOLVENTE,2016,11,NO ADJUDICADO
16182_CPALAMEDA5,16182,13959.00,ENVOLVENTE,2016,11,NO ADJUDICADO
16181_CPPRADO26,16181,69834.00,ENVOLVENTE,2016,11,NO ADJUDICADO
16180_CPISLASFILIPINAS42,16180,85906.58,FACHADA,2016,11,NO ADJUDICADO
16179_CPLIBERTAD89,16179,250326.27,FACHADA,2016,11,NO ADJUDICADO
16178_CPZURBANO39,16178,90275.54,REHABILITACION,2016,11,NO ADJUDICADO
16177_CPSANJOSÉ9-ASTILLERO,16177,127898.31,FACHADA,2016,4,ENTREGADO - INACTIVO
16176_CPCASASDELAALBUERA,16176,1868428.06,REHABILITACION,2016,4,ENTREGADO - INACTIVO
16175_CPITURRIAGA55,16175,102816.34,ENVOLVENTE,2016,11,NO ADJUDICADO
16173_CPZURBANO100,16173,107530.70,REHABILITACION,2016,11,NO ADJUDICADO
16171_COLEGIOJESUSMARIA,16171,301810.00,FACHADA,2016,11,NO ADJUDICADO
16170_CPFRANCISCOGÓMEZ28ABARAKALDO,16170,67656.87,FACHADA,2016,11,NO ADJUDICADO
16169_CPESPARTEROS1,16169,88525.99,REHABILITACION,2016,11,NO ADJUDICADO
16168_CPVIRGENDELLLUC24,16168,59956.65,FACHADA,2016,11,NO ADJUDICADO
16166_CPMONASTERIODEOSEIRA5,16166,37184.32,REHABILITACION,2016,11,NO ADJUDICADO
16165_CPHABANA6,16165,63137.57,REHABILITACION,2016,8,CONTRATADO
16163_CPFERNÁNDEZDELOSRÍOS76,16163,23255.00,REHABILITACION,2016,11,NO ADJUDICADO
16162_CPPAPANEGRO5060,16162,376447.78,FACHADA,2016,11,NO ADJUDICADO
16161_CPPLATÓN15,16161,93463.91,ENVOLVENTE,2016,11,NO ADJUDICADO
16159_CPAGUSTINDEBETANCOURT25,16159,62992.03,FACHADA,2016,11,NO ADJUDICADO
16158_MANCOMUNIDADDEPROPIETARIOS,16158,67955.24,REHABILITACION,2016,11,NO ADJUDICADO
16156_HOTELCASAFUSTER,16156,393374.81,FACHADA,2016,11,NO ADJUDICADO
16155_CPALAMEDARECALDE55,16155,97962.08,FACHADA,2016,11,NO ADJUDICADO
16153_CPCARRANQUE3,16153,178619.50,FACHADA,2016,11,NO ADJUDICADO
16152_CPATXURI17,16152,51676.67,FACHADA,2016,11,NO ADJUDICADO
16151_CPITURRIBIDE120,16151,286022.90,ENVOLVENTE,2016,11,NO ADJUDICADO
16150_CPSOLOKOETXE6,16150,76974.73,FACHADA,2016,11,NO ADJUDICADO
16149_FUNDACIÓNSANTAMARÍALAREAL,16149,225147.00,PATRIMONIO,2016,11,NO ADJUDICADO
16148_CPGRACIA61/VALENCIA249,16148,359799.01,FACHADA,2016,11,NO ADJUDICADO
16147_INDITEX,16147,29834.20,FACHADA,2016,10,NO HACEN OBRA
16146_CPLICENCIADOPOZA65,16146,54908.45,ENVOLVENTE,2016,11,NO ADJUDICADO
16145_CPFRANCISCOGÓMEZ14BARAKALDO,16145,94723.87,FACHADA,2016,4,ENTREGADO - INACTIVO
16144_CPFIKA36,16144,77484.10,FACHADA,2016,4,ENTREGADO - INACTIVO
16141_CPTORIJA4,16141,42980.65,REHABILITACION,2016,11,NO ADJUDICADO
16140_CPREINAAMALIA21,16140,39734.24,FACHADA,2016,11,NO ADJUDICADO
16139_CPARETXAGA8,16139,167910.11,FACHADA,2016,11,NO ADJUDICADO
16138_CPSANTJOAN45,16138,80485.03,FACHADA,2016,8,CONTRATADO
16136_CPPLAZAJUANENE3,16136,103991.31,ENVOLVENTE,2016,11,NO ADJUDICADO
16135_CPCERVANTES-CIUTATVELLA,16135,35825.25,FACHADA,2016,8,CONTRATADO
16134_CPALONSOALLENDE4,16134,199406.82,FACHADA,2016,8,CONTRATADO
16133_CPSANGREGORIO11,16133,19893.06,FACHADA,2016,8,CONTRATADO
16132_CPDONRAMÓNDELACRUZ14,16132,117626.90,FACHADA,2016,8,CONTRATADO
16131_CPPLATA11,16131,114852.31,REHABILITACION,2016,11,NO ADJUDICADO
16130_CPREINOSA4,16130,174328.82,REHABILITACION,2016,10,NO HACEN OBRA
16129_CPBRETÓNDELOSHERREROS45,16129,9685.00,FACHADA,2016,11,NO ADJUDICADO
16125_CPALFEREZMANZANARES1,16125,148913.71,REHABILITACION,2016,11,NO ADJUDICADO
16124_CPCAPITÁNPERTEGUER13,16124,74907.26,REHABILITACION,2016,11,NO ADJUDICADO
16123_CPHERMANOSMARTÍNEZAGUILAR10,16123,133505.81,REHABILITACION,2016,8,CONTRATADO
16122_CPFRANCISCOATORRASAGASTI4BºSANJOSÉ,16122,75948.57,REHABILITACION,2016,11,NO ADJUDICADO
16121_CPTOMASADELAIGLESIA3,16121,94973.08,REHABILITACION,2016,11,NO ADJUDICADO
16120_HOTELESEINMUEBLESSA,16120,1236125.79,FACHADA,2016,11,NO ADJUDICADO
16119_CPVELÁZQUEZ50,16119,103998.00,FACHADA,2016,11,NO ADJUDICADO
16118_CPMAYOR78,16118,82997.23,REHABILITACION,2016,11,NO ADJUDICADO
16117_MINISTERIORDEHACIENDA,16117,531643.71,PATRIMONIO,2016,11,NO ADJUDICADO
16116_CPESPERANTO4,16116,243446.46,REHABILITACION,2016,8,CONTRATADO
16115_CPRAIMUNDOFERNÁNDEZVILLAVERDE1,16115,53818.77,FACHADA,2016,11,NO ADJUDICADO
16114_PROPIEDAD,16114,1553185.97,FACHADA,2016,11,NO ADJUDICADO
16113_CPJOAQUÍNMARÍALÓPEZ12,16113,45789.80,FACHADA,2016,11,NO ADJUDICADO
16112_CPPLAZANUEVA10,16112,59966.53,ENVOLVENTE,2016,11,NO ADJUDICADO
16111_GENERALI,16111,43818.00,FACHADA,2016,11,NO ADJUDICADO
16110_CPABASTOS56,16110,412848.26,PATRIMONIO,2016,8,CONTRATADO
16109_CPLICENCIADOPOZA34º,16109,59640.72,FACHADA,2016,11,NO ADJUDICADO
16106_CPALONSOALLENDE10,16106,115441.06,ENVOLVENTE,2016,4,ENTREGADO - INACTIVO
16105_SEGUROSSANTALUCÍA,16105,77729.50,FACHADA,2016,11,NO ADJUDICADO
16104_ELCORTEINGLÉS,16104,698421.05,FACHADA,2016,11,NO ADJUDICADO
16103_INDITEX,16103,118704.29,FACHADA,2016,8,CONTRATADO
16101_CPFERRAZ74,16101,79625.59,FACHADA,2016,11,NO ADJUDICADO
16100_CPGENERALEGUIA10,16100,38518.25,FACHADA,2016,11,NO ADJUDICADO
16099_CPGRUPOSANTIAGOMAYORPRONILLO7,16099,84356.09,REHABILITACION,2016,11,NO ADJUDICADO
16098_CPSABADELL86,16098,62785.31,REHABILITACION,2016,11,NO ADJUDICADO
16097_SACYR,16097,1063434.00,PATRIMONIO,2016,8,CONTRATADO
16096_UNIVERSIDADDEALCALÁ,16096,160317.65,PATRIMONIO,2016,8,CONTRATADO
16095_INTEGRALEX,16095,104471.56,FACHADA,2016,11,NO ADJUDICADO
16094_CPLAPAZ5PORTUGALETE,16094,45412.38,REHABILITACION,2016,11,NO ADJUDICADO
16093_CPFIKA47,16093,72769.81,ENVOLVENTE,2016,11,NO ADJUDICADO
16092_GRACIELA,16092,50785.45,REHABILITACION,2016,8,CONTRATADO
16091_RENTACORPORACIÓN,16091,106953.85,REHABILITACION,2016,11,NO ADJUDICADO
16090_SAICC,16090,320775.20,PATRIMONIO,2016,8,CONTRATADO
16088_CPALCALDESAINZDEBARANDA19,16088,7050.35,REHABILITACION,2016,11,NO ADJUDICADO
16087_CPMADRID8,16087,138415.56,FACHADA,2016,4,ENTREGADO - INACTIVO
16086_CPTXABARRI69,16086,22609.43,FACHADA,2016,4,ENTREGADO - INACTIVO
16085_SUELOYVIVIENDADEARAGÓN,16085,141364.49,PATRIMONIO,2016,11,NO ADJUDICADO
16084_REPARACIÓNFACHADAPRINCIPAL,16084,175313.91,ENVOLVENTE,2016,11,NO ADJUDICADO
16082_SUELOYVIVIENDADEARAGÓN,16082,198850.24,ENVOLVENTE,2016,11,NO ADJUDICADO
16081_RABAT,16081,554374.00,PATRIMONIO,2016,11,NO ADJUDICADO
