OP_NOMBRE,TIPOLOGIA,ESTADO_SEGUIMIENTO,FECHA_RECOGIDA_REAL,fecha_RRR,Importe_MAX
22246_CPORCASITASIBARRA19,ENVOLVENTE,08 CONTRATADO,25/10/2022,2022-10-25 00:00,"€396887,03"
22105_CPORCASITASREGIL11,ENVOLVENTE,11 NO ADJUDICADO,8/4/2022,2022-04-08 00:00,"€282814,61"
23365_ARZOBISPADODEALCALÁDEHENARES,OTROS,03 ENTREGADO - ACTIVO,,2023-11-28 11:41,"€5303,04"
22041_OBISPADODEALCALÁDEHENARES,PATRIMONIO,03 ENTREGADO - ACTIVO,18/1/2022,2022-01-18 00:00,"€3735,00"
22127_OBISPADODEALCALÁDEHENARES,PATRIMONIO,11 NO ADJUDICADO,25/5/2022,2022-05-25 00:00,"€159324,08"
19033_OBISPADODEALCALÁDEHENARES,PATRIMONIO,08 CONTRATADO,22/1/2019,2019-01-22 00:00,"€177521,43"
22128_OBISPADODEALCALÁDEHENARES,PATRIMONIO,08 CONTRATADO,12/5/2022,2022-05-12 00:00,"€182510,75"
21167_OBISPADODEALCALÁDEHENARES,PATRIMONIO,08 CONTRATADO,30/6/2021,2021-06-30 00:00,"€38711,65"
21152_ARZOBISPADODEALCALÁDEH,PATRIMONIO,08 CONTRATADO,21/5/2021,2021-05-21 00:00,"€114140,48"
22053_OBISPADODEALCALÁDEHENARES,PATRIMONIO,11 NO ADJUDICADO,28/1/2022,2022-01-28 00:00,"€226367,94"
19215_OBISPADODEALCALÁDEHENARES,PATRIMONIO,11 NO ADJUDICADO,1/8/2019,2019-08-01 00:00,"€1343985,33"
23266_DIÓCESISDEALCALÁDEHENARES,PATRIMONIO,04 ENTREGADO - INACTIVO,9/8/2023,2023-08-09 00:00,"€485701,06"
20210_CPLEIZA2,ENVOLVENTE,04 ENTREGADO - INACTIVO,12/11/2020,2020-11-12 00:00,"€309290,22"
18331_CPFRANCISCOJOSÉARROYO2,REHABILITACION,08 CONTRATADO,,2023-11-21 10:34,"€883135,68"
21042_CPGRANVÍADELSUROESTE42,ENVOLVENTE,11 NO ADJUDICADO,26/2/2021,2021-02-26 00:00,"€2942841,86"
22263_ARZOBISPADODETOLEDO,ENVOLVENTE,11 NO ADJUDICADO,26/10/2022,2022-10-26 00:00,"€499421,72"
16114_PROPIEDAD,FACHADA,11 NO ADJUDICADO,,2023-11-21 10:34,"€1553185,97"
17268_CPISLASALEUTIANAS26,REHABILITACION,11 NO ADJUDICADO,31/7/2017,2017-07-31 00:00,"€2377657,81"
18076_CPAMPLE30-32,REHABILITACION,11 NO ADJUDICADO,15/2/2018,2018-02-15 00:00,"€325968,80"
23002_CPTEMPLARIOS2,ENVOLVENTE,11 NO ADJUDICADO,3/1/2023,2023-01-03 00:00,"€104997,63"
18192_CPPRINCESA56,FACHADA,11 NO ADJUDICADO,15/5/2018,2018-05-15 00:00,"€117389,96"
22187_CPLIBERTAD53A59URBRIOASON,ENVOLVENTE,03 ENTREGADO - ACTIVO,18/5/2022,2022-05-18 00:00,"€1368562,37"
22270_MAZABI,REHABILITACION,03 ENTREGADO - ACTIVO,21/11/2022,2022-11-21 00:00,"€197403,59"
16176_CPCASASDELAALBUERA,REHABILITACION,04 ENTREGADO - INACTIVO,25/5/2016,2016-05-25 00:00,"€1868428,06"
18325_CPVÁZQUEZMELLA3,ENVOLVENTE,11 NO ADJUDICADO,10/10/2018,2018-10-10 00:00,"€84108,45"
18336_CPGENERALCASTAÑOS25,ENVOLVENTE,11 NO ADJUDICADO,10/10/2018,2018-10-10 00:00,"€111883,95"
18013_GOBIERNODEGEORGIA,OTROS,11 NO ADJUDICADO,2/12/2017,2017-12-02 00:00,"€808779,59"
19281_AYUNTAMIENTODEDOSHERMANAS,PATRIMONIO,11 NO ADJUDICADO,30/11/2019,2019-11-30 00:00,"€22199,46"
18113_CPLUISLANDETXO7,FACHADA,04 ENTREGADO - INACTIVO,14/3/2018,2018-03-14 00:00,"€52688,46"
16146_CPLICENCIADOPOZA65,ENVOLVENTE,11 NO ADJUDICADO,22/4/2016,2016-04-22 00:00,"€54908,45"
22120_CPJACIENTOBENAVENTE6A10YCAMILOJOSÉCE,FACHADA,08 CONTRATADO,28/4/2022,2022-04-28 00:00,"€156058,72"
19253_CPMUGURUZA12,ENVOLVENTE,11 NO ADJUDICADO,4/10/2019,2019-10-04 00:00,"€126577,45"
21109_ARCHIDIOCESISDESEVILLA,PATRIMONIO,08 CONTRATADO,4/5/2021,2021-05-04 00:00,"€110622,23"
16216_CPDOCTORVELASCO20-22,REHABILITACION,10 NO HACEN OBRA,20/6/2016,2016-06-20 00:00,"€194583,88"
20188_EMBAJADADEINDONESIA,FACHADA,08 CONTRATADO,21/4/2020,2020-04-21 00:00,"€249783,86"
22213_GESTIÓNDEACTIVOSINMOBILIARIOS,REHABILITACION,03 ENTREGADO - ACTIVO,21/6/2022,2022-06-21 00:00,"€2665238,64"
20058_PROPIEDAD,PATRIMONIO,04 ENTREGADO - INACTIVO,5/11/2019,2019-11-05 00:00,"€1497599,59"
16137_CPFUENCARRAL16,OTROS,11 NO ADJUDICADO,22/4/2016,2016-04-22 00:00,"€132979,19"
23265_CPMANUELSILVELA20,FACHADA,03 ENTREGADO - ACTIVO,24/5/2023,2023-05-24 00:00,"€220113,29"
16255_CPJOSÉDELHIERRO1A7,REHABILITACION,11 NO ADJUDICADO,15/7/2016,2016-07-15 00:00,"€810788,29"
23104_CPHERMOSILLA54,FACHADA,03 ENTREGADO - ACTIVO,20/2/2023,2023-02-20 00:00,"€125583,17"
17038_CPJUANMARTINELEMPECINADO,OTROS,10 NO HACEN OBRA,20/1/2017,2017-01-20 00:00,"€1045,00"
16061_ANTHONYJLOUGHRAN,REHABILITACION,11 NO ADJUDICADO,13/1/2016,2016-01-13 00:00,"€183331,83"
21073_BISSTRUECTURES,REHABILITACION,08 CONTRATADO,19/2/2021,2021-02-19 00:00,"€1875,60"
18035_CPPALANGREROS9,FACHADA,11 NO ADJUDICADO,19/1/2018,2018-01-19 00:00,"€998707,29"
18018_CPGRUMETEDIEGO343638,FACHADA,11 NO ADJUDICADO,12/12/2017,2017-12-12 00:00,"€526637,73"
17079_CPPEÑOTA7B,OTROS,11 NO ADJUDICADO,2/2/2017,2017-02-02 00:00,"€41205,51"
21036_CATALANAOCCIDENTE,PATRIMONIO,04 ENTREGADO - INACTIVO,11/2/2021,2021-02-11 00:00,"€219617,30"
18279_CPREINAAMALIA15,FACHADA,11 NO ADJUDICADO,25/6/2018,2018-06-25 00:00,"€162618,00"
17095_CPJUANDEBORBÓNBATTERMBERG39-41,ENVOLVENTE,11 NO ADJUDICADO,22/11/2016,2016-11-22 00:00,"€172988,55"
16238_CPARQUÍMEDES357,REHABILITACION,11 NO ADJUDICADO,29/6/2016,2016-06-29 00:00,"€497251,71"
23222_CPMANUELBECERRA16,FACHADA,08 CONTRATADO,27/5/2023,2023-05-27 00:00,"€164752,36"
23316_CPCRUZVERDE12,REHABILITACION,03 ENTREGADO - ACTIVO,,2023-10-20 10:46,"€728636,44"
16263_CONSEJERÍADEEDUCACIÓNDEMADRID,FACHADA,11 NO ADJUDICADO,16/8/2016,2016-08-16 00:00,"€39706,58"
16121_CPTOMASADELAIGLESIA3,REHABILITACION,11 NO ADJUDICADO,21/4/2016,2016-04-21 00:00,"€94973,08"
16125_CPALFEREZMANZANARES1,REHABILITACION,11 NO ADJUDICADO,21/4/2016,2016-04-21 00:00,"€148913,71"
16123_CPHERMANOSMARTÍNEZAGUILAR10,REHABILITACION,08 CONTRATADO,21/4/2016,2016-04-21 00:00,"€133505,81"
16124_CPCAPITÁNPERTEGUER13,REHABILITACION,11 NO ADJUDICADO,21/4/2016,2016-04-21 00:00,"€74907,26"
16153_CPCARRANQUE3,FACHADA,11 NO ADJUDICADO,4/5/2016,2016-05-04 00:00,"€178619,50"
22299_CPPABLOSARASATE12,ENVOLVENTE,11 NO ADJUDICADO,13/12/2022,2022-12-13 00:00,"€259494,58"
20249_CPGRANVÍA11,FACHADA,04 ENTREGADO - INACTIVO,12/11/2020,2020-11-12 00:00,"€138758,00"
22137_CPPLAZADELKASKO1,ENVOLVENTE,03 ENTREGADO - ACTIVO,18/5/2022,2022-05-18 00:00,"€181999,97"
22064_CPINFANTAS15,REHABILITACION,03 ENTREGADO - ACTIVO,4/3/2022,2022-03-04 00:00,"€112322,41"
22049_CPALCALÁ54,FACHADA,11 NO ADJUDICADO,25/1/2022,2022-01-25 00:00,"€482127,44"
22102_CPGOYA105,FACHADA,03 ENTREGADO - ACTIVO,21/8/2018,2018-08-21 00:00,"€194796,17"
16243_CPALCALÁ81,FACHADA,11 NO ADJUDICADO,12/7/2016,2016-07-12 00:00,"€129713,04"
22106_JUNTADECMPENSACIÓNAGUACATEDUQUESADETAMAMES,REHABILITACION,04 ENTREGADO - INACTIVO,25/4/2022,2022-04-25 00:00,"€593701,40"
23088_DIOCESISDECARTAGENA,PATRIMONIO,11 NO ADJUDICADO,20/2/2023,2023-02-20 00:00,"€1243386,75"
23311_CPCLAUDIOCOELLO78,FACHADA,03 ENTREGADO - ACTIVO,,2023-10-19 08:36,"€1211852,63"
16301_CPCAMPOFLORIDO2,FACHADA,11 NO ADJUDICADO,23/9/2016,2016-09-23 00:00,"€46239,64"
17336_CPAUTONOMÍA36,REHABILITACION,11 NO ADJUDICADO,2/11/2017,2017-11-02 00:00,"€78918,01"
19291_CPCORAZÓNDEMARÍA2,ENVOLVENTE,08 CONTRATADO,21/11/2019,2019-11-21 00:00,"€122911,10"
19229_CPBEURKO51,ENVOLVENTE,11 NO ADJUDICADO,30/7/2019,2019-07-30 00:00,"€160719,85"
22304_CPLOIOLAANDERDEUNA88ª,REHABILITACION,04 ENTREGADO - INACTIVO,22/9/2020,2020-09-22 00:00,"€124632,60"
20202_CPFRANCISCOGÓMEZ23,ENVOLVENTE,04 ENTREGADO - INACTIVO,22/9/2020,2020-09-22 00:00,"€183973,99"
18327_CPZABALBIDE27,ENVOLVENTE,04 ENTREGADO - INACTIVO,25/9/2018,2018-09-25 00:00,"€170498,33"
19092_CPSANTURCEALMIRANTECHURRUCA8,ENVOLVENTE,08 CONTRATADO,28/3/2019,2019-03-28 00:00,"€129738,46"
20200_CPLOIOLAANDERDEUNA88ª,REHABILITACION,11 NO ADJUDICADO,22/9/2020,2020-09-22 00:00,"€46182,79"
20220_CPORTUÑOALANGO15,REHABILITACION,11 NO ADJUDICADO,22/9/2020,2020-09-22 00:00,"€45556,31"
20175_CPANDIKOLLANO3,ENVOLVENTE,11 NO ADJUDICADO,18/8/2020,2020-08-18 00:00,"€226163,24"
23055_CPIBARRA10,ENVOLVENTE,03 ENTREGADO - ACTIVO,8/2/2023,2023-02-08 00:00,"€223913,24"
21275_CPFERRAZ24,FACHADA,11 NO ADJUDICADO,19/11/2021,2021-11-19 00:00,"€98380,16"
21068_AGRUPACIÓNESCUNI,REHABILITACION,08 CONTRATADO,12/3/2021,2021-03-12 00:00,"€51290,35"
19045_CPSALVADORALLENDE6,REHABILITACION,08 CONTRATADO,14/1/2019,2019-01-14 00:00,"€163898,80"
19307_CPJUANXXIII2,ENVOLVENTE,04 ENTREGADO - INACTIVO,27/11/2019,2019-11-27 00:00,"€167541,55"
23092_BARAZANISL,REHABILITACION,11 NO ADJUDICADO,17/3/2023,2023-03-17 00:00,"€2745772,46"
17007_HIGHTECHHOTELES,FACHADA,11 NO ADJUDICADO,7/12/2016,2016-12-07 00:00,"€154745,58"
22113_CPFELIPEV2,FACHADA,03 ENTREGADO - ACTIVO,26/4/2022,2022-04-26 00:00,"€228260,38"
23149_CPTORREONDO23,ENVOLVENTE,11 NO ADJUDICADO,16/5/2023,2023-05-16 00:00,"€1044031,07"
18302_CPCARRETES54,FACHADA,11 NO ADJUDICADO,6/9/2018,2018-09-06 00:00,"€68926,20"
16036_CPMARLET1,FACHADA,11 NO ADJUDICADO,8/1/2016,2016-01-08 00:00,"€165684,50"
16022_CPGUITERT33-VILAJOIOSA32,FACHADA,11 NO ADJUDICADO,8/1/2016,2016-01-08 00:00,"€89305,11"
23212_CPTORRESDELAALAMEDA6,ENVOLVENTE,03 ENTREGADO - ACTIVO,7/7/2023,2023-07-07 00:00,"€329804,94"
23213_CPTORRESDELAALAMEDA8,ENVOLVENTE,03 ENTREGADO - ACTIVO,7/7/2023,2023-07-07 00:00,"€337350,00"
21246_CPSANROQUE1,REHABILITACION,03 ENTREGADO - ACTIVO,20/10/2021,2021-10-20 00:00,"€189365,93"
19224_PROPIEDAD,FACHADA,11 NO ADJUDICADO,3/9/2019,2019-09-03 00:00,"€42189,20"
23040_CPRAIMUNDOFERNÁNDEZVILLAVERDE34A44,REHABILITACION,11 NO ADJUDICADO,9/2/2023,2023-02-09 00:00,"€887938,65"
21037_CPMARINAESPAÑOLA7,FACHADA,11 NO ADJUDICADO,11/2/2021,2021-02-11 00:00,"€119742,70"
19140_CPSANBERNARDO57,REHABILITACION,11 NO ADJUDICADO,27/5/2019,2019-05-27 00:00,"€286193,40"
18028_CPHERMANOSMACHADO5-7,REHABILITACION,08 CONTRATADO,17/1/2018,2018-01-17 00:00,"€366937,96"
21165_IHPGROUP,REHABILITACION,11 NO ADJUDICADO,28/4/2021,2021-04-28 00:00,"€11953252,17"
23190_COLIVINNSPAINBUSINESSSL,REHABILITACION,03 ENTREGADO - ACTIVO,22/5/2023,2023-05-22 00:00,"€1931911,61"
22249_CPKARMELO15,ENVOLVENTE,04 ENTREGADO - INACTIVO,19/9/2022,2022-09-19 00:00,"€1034473,93"
21201_CPSANVICENTE46,ENVOLVENTE,08 CONTRATADO,10/9/2021,2021-09-10 00:00,"€40666,56"
16215_CPSANTODOMINGODEGUZMAN1BARAKALDO,FACHADA,11 NO ADJUDICADO,15/6/2016,2016-06-15 00:00,"€217675,84"
21007_OCASOSA,FACHADA,11 NO ADJUDICADO,25/1/2021,2021-01-25 00:00,"€141785,91"
22149_CPSANBERNARDO59,FACHADA,11 NO ADJUDICADO,31/5/2022,2022-05-31 00:00,"€73344,84"
18143_CPPLAZADESANJOSÉ1,FACHADA,11 NO ADJUDICADO,24/4/2018,2018-04-24 00:00,"€1349065,14"
22002_CPARTELKALE5,ENVOLVENTE,11 NO ADJUDICADO,23/12/2022,2022-12-23 00:00,"€40437,39"
23073_CPNAGUSIA3133,ENVOLVENTE,08 CONTRATADO,23/2/2023,2023-02-23 00:00,"€1131870,16"
22146_CPMIGUELCERVANTES5,ENVOLVENTE,11 NO ADJUDICADO,3/6/2022,2022-06-03 00:00,"€61808,21"
22211_CPANDALUCIA14,ENVOLVENTE,08 CONTRATADO,5/7/2022,2022-07-05 00:00,"€117496,52"
23329_CPOIZ11,FACHADA,03 ENTREGADO - ACTIVO,,2023-10-30 14:27,"€107984,72"
16230_CPSANTURTZIANTONIOALZAGA80,FACHADA,11 NO ADJUDICADO,10/6/2016,2016-06-10 00:00,"€96605,59"
21128_CPSANTUTXU16,ENVOLVENTE,11 NO ADJUDICADO,29/4/2021,2021-04-29 00:00,"€259956,62"
18222_CPROTURETA8,ENVOLVENTE,11 NO ADJUDICADO,27/6/2018,2018-06-27 00:00,"€215636,65"
20157_EUROGLOBALINVESTMENTSSL,REHABILITACION,11 NO ADJUDICADO,9/7/2020,2020-07-09 00:00,"€2281304,16"
18010_CPMIGUELDECERVANTES21,FACHADA,11 NO ADJUDICADO,8/1/2018,2018-01-08 00:00,"€621975,64"
17224_CPCOLÓNDELARREATEGUI23,ENVOLVENTE,11 NO ADJUDICADO,21/6/2017,2017-06-21 00:00,"€199729,14"
18063_CPIRALA18,ENVOLVENTE,11 NO ADJUDICADO,8/1/2018,2018-01-08 00:00,"€111972,58"
18349_CPBEGOÑASPI3,REHABILITACION,04 ENTREGADO - INACTIVO,25/6/2018,2018-06-25 00:00,"€206115,57"
17211_CPUDIARRAGA1,FACHADA,04 ENTREGADO - INACTIVO,1/6/2017,2017-06-01 00:00,"€194832,49"
16208_CPJUANDEGARAY19,FACHADA,11 NO ADJUDICADO,3/6/2016,2016-06-03 00:00,"€605844,88"
18242_CPTXOMINGARAT11-13,FACHADA,11 NO ADJUDICADO,25/6/2018,2018-06-25 00:00,"€1213444,35"
16298_CPITURRIBIDE94,REHABILITACION,11 NO ADJUDICADO,15/9/2016,2016-09-15 00:00,"€58194,75"
17070_GRUPOGARGALLO,REHABILITACION,04 ENTREGADO - INACTIVO,2/2/2017,2017-02-02 00:00,"€1143088,40"
16319_CPALCAMO1,REHABILITACION,04 ENTREGADO - INACTIVO,19/9/2016,2016-09-19 00:00,"€159240,83"
18353_CPMALLORCA130,FACHADA,11 NO ADJUDICADO,8/10/2018,2018-10-08 00:00,"€86968,66"
21215_FUNDACIÓNMONTEMADRID,PATRIMONIO,03 ENTREGADO - ACTIVO,27/7/2021,2021-07-27 00:00,"€28896869,00"
22112_PM7-COORDENAÇÃODOPROCESSO,REHABILITACION,11 NO ADJUDICADO,23/11/2020,2020-11-23 00:00,"€1535000,00"
17346_CPSICILIA346,FACHADA,11 NO ADJUDICADO,20/10/2017,2017-10-20 00:00,"€676888,78"
21012_CPVILLARROEL103,FACHADA,11 NO ADJUDICADO,7/6/2019,2019-06-07 00:00,"€236955,50"
19221_CPVILLARROEL103,FACHADA,11 NO ADJUDICADO,7/6/2019,2019-06-07 00:00,"€159215,34"
18384_CPPASDEL'ENSENYANÇA2BIS,REHABILITACION,11 NO ADJUDICADO,12/11/2018,2018-11-12 00:00,"€130122,28"
17193_CLÍNICACIMA,FACHADA,11 NO ADJUDICADO,19/5/2017,2017-05-19 00:00,"€89473,34"
16184_CPPARALLEL188-190,FACHADA,11 NO ADJUDICADO,19/6/2016,2016-06-19 00:00,"€271758,54"
17118_CPPARALLEL188-190,FACHADA,11 NO ADJUDICADO,19/6/2016,2016-06-19 00:00,"€306252,27"
23224_CPBERRUGUETE41,ENVOLVENTE,11 NO ADJUDICADO,11/5/2023,2023-05-11 00:00,"€432874,69"
19279_CPBATALLADELSALADO34C/VGENERALPALANCA36,ENVOLVENTE,04 ENTREGADO - INACTIVO,30/10/2019,2019-10-30 00:00,"€494384,26"
22188_CPAMPARO94,REHABILITACION,03 ENTREGADO - ACTIVO,27/7/2022,2022-07-27 00:00,"€62723,57"
23001_CPVAPORHABANA1-3-5ITSASALDE1,ENVOLVENTE,11 NO ADJUDICADO,1/8/2022,2022-08-01 00:00,"€557525,97"
21103_CPCARMEN27,REHABILITACION,04 ENTREGADO - INACTIVO,12/4/2021,2021-04-12 00:00,"€105952,28"
23202_ANAMARÍASOLSL,FACHADA,03 ENTREGADO - ACTIVO,16/6/2023,2023-06-16 00:00,"€185875,18"
16229_CPAMÉRICA12,FACHADA,11 NO ADJUDICADO,22/6/2016,2016-06-22 00:00,"€262967,63"
17399_CPLARRATXO94,ENVOLVENTE,11 NO ADJUDICADO,13/12/2017,2017-12-13 00:00,"€1754136,98"
18234_AYUNTAMIENTODEBARCELONA,FACHADA,11 NO ADJUDICADO,,2023-11-21 10:34,"€33964,90"
19139_AYUNTAMIENTODEBARCELONA,FACHADA,11 NO ADJUDICADO,30/5/2019,2019-05-30 00:00,"€6575,00"
16273_CPDERECHOSHUMANOS6Y8,REHABILITACION,04 ENTREGADO - INACTIVO,11/8/2016,2016-08-11 00:00,"€509835,38"
22125_CPLOSYÉBENES98,ENVOLVENTE,08 CONTRATADO,19/5/2022,2022-05-19 00:00,"€448203,51"
22281_CPOCAÑA195,ENVOLVENTE,08 CONTRATADO,28/11/2022,2022-11-28 00:00,"€257939,14"
23108_CPERCILLA30,ENVOLVENTE,03 ENTREGADO - ACTIVO,30/3/2023,2023-03-30 00:00,"€478725,00"
21237_CPVERGARA12,REHABILITACION,10 NO HACEN OBRA,22/10/2021,2021-10-22 00:00,"€118956,41"
17096_ASOCIACIÓNGOIZITIRI,OTROS,04 ENTREGADO - INACTIVO,22/2/2017,2017-02-22 00:00,"€161103,06"
17308_CPRIBERADECURTIDORES37,REHABILITACION,08 CONTRATADO,9/10/2017,2017-10-09 00:00,"€746347,37"
20259_CPCLAUDIOCOELLO52,FACHADA,04 ENTREGADO - INACTIVO,1/12/2021,2021-12-01 00:00,"€55944,23"
19091_PALACIODELAPRENSA,PATRIMONIO,08 CONTRATADO,25/2/2019,2019-02-25 00:00,"€823569,14"
22086_CPALMANSA66,REHABILITACION,03 ENTREGADO - ACTIVO,22/3/2022,2022-03-22 00:00,"€181762,30"
20189_CPLUISLARRAINZA30,REHABILITACION,11 NO ADJUDICADO,3/8/2020,2020-08-03 00:00,"€520905,50"
20049_PROPIEDAD,FACHADA,11 NO ADJUDICADO,13/2/2020,2020-02-13 00:00,"€580227,64"
23009_CPDOCTORFLEMING22,ENVOLVENTE,04 ENTREGADO - INACTIVO,23/12/2022,2022-12-23 00:00,"€67163,88"
18081_CPHERMENEGILDOBIELSA36,ENVOLVENTE,08 CONTRATADO,22/2/2018,2018-02-22 00:00,"€223528,38"
17276_PATRIMONIONACIONAL,PATRIMONIO,08 CONTRATADO,1/9/2017,2017-09-01 00:00,"€21404,45"
17275_PATRIMONIONACIONAL,PATRIMONIO,08 CONTRATADO,1/9/2017,2017-09-01 00:00,"€84823,65"
19318_CPFLORIDA79,FACHADA,04 ENTREGADO - INACTIVO,11/12/2019,2019-12-11 00:00,"€153621,02"
18253_CPCARRETERADEANDALUCÍA104,REHABILITACION,11 NO ADJUDICADO,23/5/2018,2018-05-23 00:00,"€209352,91"
21198_XELBPREDIAL,REHABILITACION,04 ENTREGADO - INACTIVO,19/7/2021,2021-07-19 00:00,"€417684,12"
21200_UNIVERSIDADDESEVILLA-RECTORADO,PATRIMONIO,03 ENTREGADO - ACTIVO,3/7/2021,2021-07-03 00:00,"€250218,88"
19054_CPSANTABRÍGIDA31,FACHADA,08 CONTRATADO,,2023-11-21 10:34,"€103338,59"
17294_CP8DEMARZO17A23,ENVOLVENTE,11 NO ADJUDICADO,26/9/2017,2017-09-26 00:00,"€1594360,24"
18160_CPALMENDROS1,ENVOLVENTE,10 NO HACEN OBRA,24/4/2018,2018-04-24 00:00,"€212982,04"
17325_CPPARALLEL155-157,FACHADA,11 NO ADJUDICADO,27/9/2017,2017-09-27 00:00,"€265625,91"
16280_CPOLIVERA70,FACHADA,11 NO ADJUDICADO,30/8/2016,2016-08-30 00:00,"€45604,83"
22227_SCIPIONREALSTATE,REHABILITACION,11 NO ADJUDICADO,27/9/2022,2022-09-27 00:00,"€12564892,88"
17097_CPSANTAANNA21,FACHADA,08 CONTRATADO,12/11/2016,2016-11-12 00:00,"€55976,81"
16129_CPBRETÓNDELOSHERREROS45,FACHADA,11 NO ADJUDICADO,14/4/2016,2016-04-14 00:00,"€9685,00"
20117_CPSANBERNARDO112,FACHADA,11 NO ADJUDICADO,19/5/2020,2020-05-19 00:00,"€461992,99"
21018_CPFEIJOO10,REHABILITACION,11 NO ADJUDICADO,18/2/2021,2021-02-18 00:00,"€115326,33"
16235_SALESIANOSDEALCALÁ,REHABILITACION,11 NO ADJUDICADO,6/7/2016,2016-07-06 00:00,"€1797316,37"
16113_CPJOAQUÍNMARÍALÓPEZ12,FACHADA,11 NO ADJUDICADO,11/4/2016,2016-04-11 00:00,"€45789,80"
17136_CPGABRIELAMISTRAL12,REHABILITACION,11 NO ADJUDICADO,28/3/2017,2017-03-28 00:00,"€388847,13"
21276_PROPIEDAD,PATRIMONIO,03 ENTREGADO - ACTIVO,16/11/2021,2021-11-16 00:00,"€355428,23"
17071_CPCALABRIA69,FACHADA,11 NO ADJUDICADO,17/1/2017,2017-01-17 00:00,"€48828,94"
21120_CPALCALDESAINZDEBARANDA12,REHABILITACION,04 ENTREGADO - INACTIVO,7/5/2021,2021-05-07 00:00,"€241644,31"
21038_CPISAACALBÉNIZ31A35,REHABILITACION,11 NO ADJUDICADO,11/2/2021,2021-02-11 00:00,"€267439,10"
22235_CPRECOLETOS9,FACHADA,03 ENTREGADO - ACTIVO,5/10/2022,2022-10-05 00:00,"€99729,88"
22234_CPFERRAZ13,FACHADA,03 ENTREGADO - ACTIVO,5/10/2022,2022-10-05 00:00,"€70117,00"
22236_CPESPAÑOLETO16,FACHADA,03 ENTREGADO - ACTIVO,5/10/2022,2022-10-05 00:00,"€82852,17"
22237_CPPADILLA53,REHABILITACION,03 ENTREGADO - ACTIVO,5/10/2022,2022-10-05 00:00,"€168515,11"
19056_CPZUMALAKARREGUI115-117,ENVOLVENTE,11 NO ADJUDICADO,22/2/2019,2019-02-22 00:00,"€1088386,30"
23082_CPJULIÁNGAIARRE9,ENVOLVENTE,11 NO ADJUDICADO,10/2/2023,2023-02-10 00:00,"€87602,49"
16040_CPLICENCIADOPOZA36,REHABILITACION,11 NO ADJUDICADO,20/1/2016,2016-01-20 00:00,"€67906,53"
22276_CPANTONIOGURRUTXAGA1,ENVOLVENTE,11 NO ADJUDICADO,13/10/2022,2022-10-13 00:00,"€228508,12"
22013_CPMIGUELSERVET11,REHABILITACION,11 NO ADJUDICADO,10/1/2022,2022-01-10 00:00,"€83376,63"
22085_CPMIGUELSERVET9,ENVOLVENTE,11 NO ADJUDICADO,1/4/2022,2022-04-01 00:00,"€64639,42"
22272_CPSANNICOLÁSOLABEAGA45,ENVOLVENTE,03 ENTREGADO - ACTIVO,10/10/2022,2022-10-10 00:00,"€481919,63"
23075_CPNAFARROA11,ENVOLVENTE,03 ENTREGADO - ACTIVO,15/3/2023,2023-03-15 00:00,"€215884,24"
19294_CPAVEUSKADI40,ENVOLVENTE,11 NO ADJUDICADO,22/11/2019,2019-11-22 00:00,"€298543,70"
20067_IBERBOXAUSTRALSL,FACHADA,11 NO ADJUDICADO,13/2/2020,2020-02-13 00:00,"€3437123,26"
23129_CPVELARDE3,REHABILITACION,03 ENTREGADO - ACTIVO,25/4/2023,2023-04-25 00:00,"€167177,10"
18227_JOSÉCARLOSCALLEJA,REHABILITACION,11 NO ADJUDICADO,1/6/2018,2018-06-01 00:00,"€494406,72"
20236_CPGOYA67,REHABILITACION,04 ENTREGADO - INACTIVO,30/11/2020,2020-11-30 00:00,"€99394,02"
21157_HEREDEROSDEANTONIOVILLALOBOSCASADOCB,FACHADA,04 ENTREGADO - INACTIVO,15/6/2021,2021-06-15 00:00,"€187866,30"
22258_POWERFULMANEUVER,REHABILITACION,07 PROCESO CONTRATACION,1/10/2022,2022-10-01 00:00,"€4989193,62"
23003_ROCKSTONE,REHABILITACION,11 NO ADJUDICADO,30/11/2022,2022-11-30 00:00,"€9475652,61"
17359_CPRAFAELSALAZARALONSO16,FACHADA,11 NO ADJUDICADO,,2023-11-21 10:34,"€132999,55"
21101_CPANTONIOACUÑA7,FACHADA,11 NO ADJUDICADO,20/4/2021,2021-04-20 00:00,"€101743,04"
23058_TANIAINMOBILIARIALDA,REHABILITACION,11 NO ADJUDICADO,13/2/2023,2023-02-13 00:00,"€2693732,94"
18280_PROPIEDAD,REHABILITACION,11 NO ADJUDICADO,23/8/2018,2018-08-23 00:00,"€475546,59"
22288_CPMENENDEZPELAYO6,FACHADA,03 ENTREGADO - ACTIVO,25/11/2022,2022-11-25 00:00,"€227553,76"
20024_ONESHOTHOTELS,REHABILITACION,04 ENTREGADO - INACTIVO,15/1/2020,2020-01-15 00:00,"€3475418,34"
22005_CPBARRIODELCRICERO16,REHABILITACION,11 NO ADJUDICADO,13/1/2022,2022-01-13 00:00,"€49860,80"
17017_MONASTERIO,PATRIMONIO,11 NO ADJUDICADO,12/2/2017,2017-02-12 00:00,"€90490,00"
17252_AYUNTAMIENTOSANCUGAT,PATRIMONIO,03 ENTREGADO - ACTIVO,12/7/2017,2017-07-12 00:00,"€46414,66"
